Season,Name,Team,G,PA,wOBA,wRCplus,BsR,Off,Def,WAR,Age,playerid
1914,Howie Shanks,Senators,143,561,0.29,77,-3.5,-17.1,-2.8,0.1,23,1011791
1932,Howie Storie,Red Sox,6,8,0.346,97,0,0,0.2,0,21,1012576
1931,Howie Storie,Red Sox,6,20,0.204,14,0,-2.3,0.2,-0.1,20,1012576
1928,Howie Williamson,Cardinals,10,10,0.261,41,0,-0.8,0,0,23,1014003
1887,Hub Collins,Colonels,130,600,0.332,94,4.3,-2,-9.2,1.3,23,1002454
1886,Hub Collins,Colonels,27,106,0.32,106,0.4,1.5,-0.2,0.5,22,1002454
1906,Hub Knolls,Superbas,2,2,1.427,788,0,1.5,0.1,0.2,22,1007047
1910,Hub Northen,Browns,26,104,0.223,41,-0.2,-6.4,-2.6,-0.7,23,1009639
1910,Hub Pernoll,Tigers,11,17,0.061,-73,0.2,-2.8,0.7,-0.2,22,1010200
1923,Hub Pruett,Browns,32,32,0.235,21,0.1,-3.3,1.8,0,22,1010551
1924,Hub Pruett,Browns,33,16,0.213,7,0,-2,0.8,-0.1,23,1010551
1922,Hub Pruett,Browns,39,41,0.211,6,-0.4,-5.5,2.5,-0.2,21,1010551
1980,Hubie Brooks,Mets,24,89,0.347,120,-0.2,1.7,0.1,0.5,23,1001472
1920,Huck Betts,Phillies,27,27,0.125,-50,0,-4.4,1.1,-0.3,23,1000933
1937,Hugh Alexander,Indians,7,11,0.085,-58,0.2,-2.3,-0.2,-0.2,19,1000125
1912,Hugh Bedient,Red Sox,41,92,0.27,59,-0.7,-5.3,4.6,0.2,22,1000764
1913,Hugh Bedient,Red Sox,43,91,0.168,0,-0.4,-10.8,5,-0.3,23,1000764
1918,Hugh Canavan,Braves,16,24,0.191,18,-0.1,-2.1,-0.1,-0.2,21,1001905
1935,Hugh Casey,Cubs,13,6,0.155,-19,0,-0.9,0.4,0,21,1002039
1890,Hugh Duffy,Pirates,138,657,0.403,118,8.2,29.2,7.8,5.9,23,1003533
1889,Hugh Duffy,White Stockings,136,632,0.361,102,3,4.9,-9.2,1.9,22,1003533
1888,Hugh Duffy,White Stockings,71,308,0.333,112,-1.3,3.9,-2.9,1.2,21,1003533
1942,Hugh East,Giants,4,4,0.935,495,0,1.7,0.3,0.2,22,1003645
1941,Hugh East,Giants,2,9,0.252,45,0,-0.6,0.6,0,21,1003645
1943,Hugh East,Giants,17,14,0.12,-38,0,-2.1,0.7,-0.1,23,1003645
1903,Hugh Hill,Naps,1,1,0,-94,0,-0.2,0,0,23,1005824
1925,Hugh McMullen,Giants,5,15,0.149,-27,0,-2.6,0.2,-0.2,23,1008648
1919,Hugh McQuillan,Braves,20,20,0.263,65,-0.1,-0.8,-0.1,0,23,1008685
1918,Hugh McQuillan,Braves,1,4,0.242,51,0,-0.2,0.1,0,22,1008685
1936,Hugh Mulcahy,Phillies,3,10,0.292,52,0,-0.6,0.7,0,22,1009289
1937,Hugh Mulcahy,Phillies,56,79,0.174,-23,0,-12.1,5.6,-0.4,23,1009289
1935,Hugh Mulcahy,Phillies,19,17,0,-100,0,-5,0,-0.4,21,1009289
1881,Hugh Nicol,White Stockings,26,112,0.215,53,0,-7.3,2.7,0,23,1009574
1874,Hugh Reid,Canaries,1,4,0,-38,0,-1,-0.1,-0.1,22,1010767
1972,Hugh Yancy,White Sox,3,9,0.101,-48,-0.3,-1.7,1.1,-0.1,22,1014319
1924,Hughie Critz,Reds,102,443,0.367,116,0.2,9.1,8,3.1,23,1002780
1891,Hughie Jennings,Colonels,90,386,0.345,104,-1.4,0.9,-3.6,1.1,22,1006396
1892,Hughie Jennings,Colonels,152,633,0.268,73,0.6,-23.2,12.4,1.3,23,1006396
2002,Humberto Cota,Pirates,7,18,0.284,68,0.3,-0.4,1.3,0.2,23,1595
2001,Humberto Cota,Pirates,7,9,0.197,11,0,-1.1,0.1,-0.1,22,1595
2003,Humberto Quintero,Padres,12,24,0.194,14,0.1,-2.5,0.5,-0.1,23,1824
1908,Hunky Shaw,Pirates,1,1,0,-94,0,-0.2,0,0,23,1011822
1924,Hunter Lane,Braves,7,16,0.105,-52,0,-3,-0.8,-0.3,23,1007308
1907,Hutch Campbell,Pirates,2,5,0.34,114,0,0,0.1,0,22,1001880
1911,Hy Gunning,Red Sox,4,12,0.224,27,-0.1,-1.2,-0.1,-0.1,22,1005147
1909,Hy Myers,Superbas,6,25,0.282,80,0,-0.5,-0.3,0,20,1009423
1911,Hy Myers,Dodgers,13,45,0.192,12,0,-5,-2.3,-0.6,22,1009423
2009,Ian Desmond,Nationals,21,89,0.37,125,0.8,3.5,-2.3,0.4,23,6885
2014,Ian Krol,Tigers,45,1,0,-100,0,-0.2,0.1,0,23,10066
2004,Ian Snell,Pirates,3,3,0,-100,0,-0.9,0.3,0,22,2227
2005,Ian Snell,Pirates,15,8,0,-100,0,-2.2,0.8,-0.1,23,2227
2008,Ian Stewart,Rockies,81,304,0.349,101,-0.5,-0.1,0.6,1,23,5950
2007,Ian Stewart,Rockies,35,46,0.278,53,0.3,-2.5,2.8,0.2,22,5950
1934,Icehouse Wilson,Tigers,1,1,0,-100,0,-0.3,0,0,21,1014086
1972,Ike Blessitt,Tigers,4,5,0,-100,0,-1.1,1,0,22,1001070
1928,Ike Danning,Browns,2,7,0.506,190,0,0.8,-0.9,0,23,1002979
2010,Ike Davis,Mets,147,601,0.346,116,-1.4,10,-0.5,2.9,23,8433
1952,Ike Delock,Red Sox,39,29,0.188,-2,0,-3.4,2.1,-0.1,22,1003179
1953,Ike Delock,Red Sox,23,11,0.15,-32,0,-1.8,0.8,-0.1,23,1003179
1926,Ike Eichrodt,Indians,37,85,0.347,91,0.2,-0.9,-2.1,0,23,1003713
1925,Ike Eichrodt,Indians,15,55,0.268,42,0.1,-4.4,-2.3,-0.5,22,1003713
1975,Ike Hampton,Angels,31,77,0.219,35,0,-5.6,0.4,-0.3,23,1005288
1974,Ike Hampton,Mets,4,5,0,-100,0,-1.2,0,-0.1,22,1005288
1922,Ike Kahdot,Indians,4,2,0,-100,0,-0.6,0.1,0,22,1006663
1924,Ike Kamp,Braves,1,2,0,-100,0,-0.5,0.1,0,23,1006684
1915,Ike McAuley,Pirates,5,15,0.158,-4,0,-1.6,0.3,-0.1,23,1008333
1914,Ike McAuley,Pirates,15,26,0.12,-28,0,-3.7,0.4,-0.3,22,1008333
1940,Ike Pearson,Phillies,29,50,0.229,30,0,-4.2,3.5,0.1,23,1010110
1939,Ike Pearson,Phillies,27,43,0.086,-67,0,-9,3.1,-0.4,22,1010110
1927,Ike Powers,Athletics,11,5,0.451,151,0,0.3,0.3,0.1,21,1010498
1895,Ike Samuels,Browns,24,83,0.265,45,0.4,-7.4,-3.2,-0.6,21,1011402
1897,Ira Belden,Spiders,8,35,0.345,91,-0.3,-0.8,1.5,0.2,23,1000790
1917,Ira Flagstead,Tigers,4,4,0,-100,0,-0.8,-0.1,-0.1,23,1004126
1933,Ira Hutchinson,White Sox,1,2,0.467,166,0,0.2,0.1,0,22,1006239
1914,Irish Meusel,Senators,1,2,0,-100,0,-0.4,0,0,21,1008818
1932,Irv Stein,Athletics,1,1,0,-100,0,-0.3,0.1,0,21,1012468
1996,Ismael Valdez,Dodgers,33,84,0.142,-20,0,-12.8,9.1,-0.1,22,1283
1997,Ismael Valdez,Dodgers,30,67,0.117,-38,0.2,-11.5,7.4,-0.2,23,1283
1995,Ismael Valdez,Dodgers,33,70,0.097,-50,0.2,-13.1,7.1,-0.3,21,1283
1994,Ismael Valdez,Dodgers,21,2,0,-100,0,-0.6,0.2,0,20,1283
2000,Ismael Villegas,Braves,1,1,0,-100,0,-0.3,0.1,0,23,1013428
1935,Italo Chelini,White Sox,2,2,0.466,161,0,0.2,0.1,0,20,1002175
1937,Italo Chelini,White Sox,4,2,0.371,101,0,0,0.1,0,22,1002175
1936,Italo Chelini,White Sox,18,34,0.182,-7,0,-5.5,2.4,-0.2,21,1002175
1985,Ivan Calderon,Mariners,67,233,0.376,132,-0.1,8.8,-0.7,1.6,23,1001825
1984,Ivan Calderon,Mariners,11,26,0.291,76,0.2,-0.5,0.9,0.1,22,1001825
1974,Ivan DeJesus,Dodgers,3,3,0.307,93,0,0,0,0,21,1003150
1975,Ivan DeJesus,Dodgers,63,99,0.247,51,-0.6,-6.1,7.9,0.5,22,1003150
1976,Ivan DeJesus,Dodgers,22,47,0.243,52,-0.4,-2.9,0.7,-0.1,23,1003150
1963,Ivan Murrell,Colt .45's,2,5,0.179,15,0,-0.5,0,0,20,1009401
1964,Ivan Murrell,Colt .45's,10,15,0.146,-9,0,-1.8,-2.2,-0.4,21,1009401
1994,Ivan Rodriguez,Rangers,99,405,0.364,112,-0.1,6.5,10.7,3,22,1275
1995,Ivan Rodriguez,Rangers,130,517,0.338,95,-1,-4.2,17.2,3,23,1275
1993,Ivan Rodriguez,Rangers,137,519,0.319,94,-1.2,-5.3,12.6,2.4,21,1275
1992,Ivan Rodriguez,Rangers,123,454,0.299,85,-0.1,-7.8,15.5,2.3,20,1275
1991,Ivan Rodriguez,Rangers,88,288,0.282,73,-0.4,-9.6,7.7,0.7,19,1275
2000,Ivanon Coffie,Orioles,23,67,0.27,55,0.2,-3.9,-0.8,-0.2,23,1002390
1914,Ivey Wingo,Cardinals,80,260,0.372,128,2.2,10.1,1,2.1,23,1014133
1912,Ivey Wingo,Cardinals,100,337,0.337,92,-0.5,-4,2.8,1.1,21,1014133
1913,Ivey Wingo,Cardinals,112,330,0.305,80,1.4,-6.4,0.8,0.6,22,1014133
1911,Ivey Wingo,Cardinals,25,60,0.243,40,-0.3,-4.9,-0.4,-0.3,20,1014133
1919,Ivy Griffin,Athletics,17,72,0.34,96,-0.4,-0.7,1.5,0.3,22,1005043
1920,Ivy Griffin,Athletics,129,508,0.268,46,0.8,-35.3,-8.4,-2.8,23,1005043
1959,J.C. Martin,White Sox,3,4,0.226,37,0,-0.3,0,0,22,1008173
1960,J.C. Martin,White Sox,7,20,0.11,-38,0,-3.4,0.1,-0.3,23,1008173
1998,J.D. Drew,Cardinals,14,41,0.576,260,0,8.3,1.6,1.1,22,1152
1999,J.D. Drew,Cardinals,104,430,0.338,95,2.5,-0.7,12.4,2.5,23,1152
2011,J.D. Martinez,Astros,53,226,0.323,103,-2.1,-1.3,5,1.1,23,6184
2002,J.J. Davis,Pirates,9,11,0.148,-22,-0.2,-1.9,-0.1,-0.2,23,1597
2005,J.J. Hardy,Brewers,124,427,0.309,84,1.5,-7.3,8.9,1.6,22,3797
2006,J.J. Hardy,Brewers,35,139,0.301,76,-1.8,-6.2,7.1,0.5,23,3797
2005,J.P. Howell,Royals,15,3,0,-100,0,-0.8,0.3,0,22,8245
2003,J.R. House,Pirates,1,1,0.891,463,0,0.5,0,0,23,992
1993,J.R. Phillips,Giants,11,16,0.423,164,0,1.3,-0.2,0.2,23,1010294
1973,J.R. Richard,Astros,16,29,0.163,-4,0,-3.5,2.2,0,23,1010913
1971,J.R. Richard,Astros,4,9,0,-100,0,-2.1,0.6,-0.1,21,1010913
2007,J.R. Towles,Astros,14,44,0.43,160,-0.1,3.4,1.8,0.6,23,7348
2014,J.T. Realmuto,Marlins,11,30,0.269,68,-0.2,-1.3,0.6,0,23,11739
1883,Jack (DA) Jones,- - -,19,69,0.218,61,0,-4.2,0.4,-0.1,22,1006564
1964,Jack Aker,Athletics,10,3,0,-100,0,-0.7,0.2,0,23,1000097
1879,Jack Allen,- - -,27,110,0.17,47,0,-8.3,-4.6,-0.9,23,1000146
1988,Jack Armstrong,Reds,14,22,0.086,-60,0,-3.8,2,-0.1,23,1000313
1947,Jack Banta,Dodgers,3,2,0,-100,0,-0.5,0.1,0,22,1000520
1948,Jack Banta,Dodgers,2,1,0,-100,0,-0.3,0.1,0,23,1000520
1910,Jack Barry,Athletics,145,566,0.333,115,-1.4,7.4,13,4.1,23,1000616
1908,Jack Barry,Athletics,40,150,0.291,90,0.1,-1.4,-1,0.3,21,1000616
1909,Jack Barry,Athletics,124,491,0.289,87,0,-6.3,12.7,2.3,22,1000616
1914,Jack Bentley,Senators,30,40,0.286,75,-0.1,-1.2,0,0,19,1000852
1913,Jack Bentley,Senators,3,3,0,-100,0,-0.7,0,-0.1,18,1000852
1915,Jack Bentley,Senators,4,2,0,-100,0,-0.4,0,0,20,1000852
1924,Jack Berly,Cardinals,4,2,0,-100,0,-0.6,0.1,0,21,1000884
1924,Jack Blott,Reds,2,1,0,-100,0,-0.3,0,0,21,1001087
1939,Jack Bolling,Phillies,69,222,0.327,88,1.1,-2.3,-1.1,0.3,22,1001148
1889,Jack Boyle,Browns,99,375,0.305,74,-2.9,-18.2,10.5,0.8,23,1001289
1912,Jack Boyle,Phillies,15,26,0.303,69,-0.2,-1.2,1.3,0.1,22,1001290
1888,Jack Boyle,Browns,71,273,0.277,82,-1.5,-8.4,7.1,0.9,22,1001289
1887,Jack Boyle,Browns,88,372,0.224,38,-3.3,-42.9,9.5,-1.1,21,1001289
1886,Jack Boyle,Red Stockings,1,5,0.19,38,0,-0.5,-1,-0.1,20,1001289
1901,Jack Bracken,Blues,12,44,0.251,52,-0.2,-3.1,2.2,0.1,20,1001295
1916,Jack Bradley,Indians,2,3,0,-100,0,-0.7,0,-0.1,22,1001311
1973,Jack Brohamer,Indians,102,340,0.274,65,-0.6,-14.1,-2.9,-0.6,23,1001465
1972,Jack Brohamer,Indians,136,567,0.261,63,0,-21.1,11.2,0.5,22,1001465
1930,Jack Burns,Browns,8,36,0.373,107,0,0.3,0.7,0.2,22,1001711
1931,Jack Burns,Browns,144,631,0.305,66,-1.6,-30.2,2.8,-0.4,23,1001711
1903,Jack Burns,Tigers,11,42,0.294,85,-0.3,-1.1,1,0.1,23,1001710
1909,Jack Bushelman,Reds,1,1,0,-93,0,-0.2,0,0,23,1001751
1902,Jack Calhoun,Cardinals,20,73,0.246,57,-0.2,-3.7,-0.8,-0.2,22,1001834
1913,Jack Calvo,Senators,17,37,0.287,72,-0.2,-1.4,-2.6,-0.3,19,1001855
1906,Jack Cameron,Beaneaters,18,63,0.192,22,-0.3,-5.6,-2.8,-0.7,21,1001859
1978,Jack Clark,Giants,156,657,0.392,149,-1.1,35.1,-3.3,5.7,22,1002288
1979,Jack Clark,Giants,143,598,0.361,127,-0.9,17.9,-18.5,2,23,1002288
1977,Jack Clark,Giants,136,468,0.329,101,1.1,1.6,6,2.3,21,1002288
1976,Jack Clark,Giants,26,115,0.301,84,0.4,-1.6,3.4,0.6,20,1002288
1975,Jack Clark,Giants,8,19,0.232,33,0.2,-1.3,0.9,0,19,1002288
1887,Jack Clements,Quakers,66,259,0.331,96,-2.1,-4,8.1,1.2,22,1002338
1884,Jack Clements,- - -,50,220,0.328,131,0,9.5,-4.4,1.4,19,1002338
1888,Jack Clements,Quakers,86,340,0.275,86,-3.8,-10.1,9.6,1.2,23,1002338
1886,Jack Clements,Quakers,54,192,0.229,61,-0.5,-12.1,8,0.4,21,1002338
1885,Jack Clements,Quakers,52,190,0.226,69,0,-8.4,-2.3,-0.4,20,1002338
1909,Jack Coffey,Doves,73,274,0.23,40,-1,-18.4,-1.5,-1.2,22,1002389
1941,Jack Conway,Indians,2,2,0.469,169,0,0.2,0.1,0,22,1002553
1906,Jack Coombs,Athletics,24,70,0.259,64,0,-2.7,2.7,0.3,23,1002583
1903,Jack Coveney,Cardinals,4,14,0.136,-9,-0.1,-2.1,0.1,-0.1,23,1002683
1895,Jack Cronin,Grooms,2,2,0.791,332,0,0.8,0.1,0.1,21,1002794
1889,Jack Crooks,Solons,12,54,0.46,169,1.2,7.1,2.2,1,23,1002797
1926,Jack Cummings,Giants,7,21,0.442,162,0,1.6,0.2,0.2,22,1002873
1927,Jack Cummings,Giants,43,89,0.431,153,-0.1,5.9,1,1,23,1002873
1951,Jack Cusick,Cubs,65,185,0.245,36,0.1,-14.7,2.5,-0.6,23,1002910
2001,Jack Cust,Diamondbacks,3,3,0.53,223,0,0.5,0,0.1,22,1564
2002,Jack Cust,Rockies,35,78,0.258,34,0,-6.5,-1.7,-0.6,23,1564
1904,Jack Doscher,Superbas,2,2,0.476,202,0,0.2,0.1,0,23,1003422
1903,Jack Doscher,- - -,4,4,0,-86,0,-1,0.2,-0.1,22,1003422
1893,Jack Doyle,Giants,82,350,0.384,113,4.8,12.5,-2.7,1.8,23,1003461
1889,Jack Doyle,Solons,11,42,0.365,119,1.2,2.5,0.1,0.4,19,1003461
1892,Jack Doyle,- - -,114,481,0.355,118,5.1,16.8,-13.2,1.9,22,1003461
1891,Jack Doyle,Spiders,69,279,0.35,105,2.1,4.2,-6.7,0.6,21,1003461
1890,Jack Doyle,Solons,77,311,0.325,101,2.8,3.4,4.3,1.6,20,1003461
1903,Jack Dunleavy,Cardinals,61,216,0.292,78,0.5,-5.9,0.1,0.2,23,1003568
1890,Jack Easton,Solons,41,119,0.246,58,0.1,-7.4,0,-0.3,23,1003646
1889,Jack Easton,Solons,4,8,0.101,-19,0.4,-1.2,0.5,0,22,1003646
1917,Jack Enright,Yankees,1,1,0,-100,0,-0.2,0,0,21,1003789
1916,Jack Farmer,Pirates,55,181,0.32,102,-0.3,0,-3.5,0.3,23,1003937
1874,Jack Farrell,Dark Blues,3,14,0.389,144,0,1.1,-0.1,0.1,18,1003943
1881,Jack Farrell,Grays,84,374,0.303,107,0,3.5,1.4,1.8,23,1003944
1880,Jack Farrell,Grays,80,349,0.297,119,0,8.5,7.5,2.8,22,1003944
1914,Jack Farrell,Chi-Feds,156,595,0.297,80,0.7,-13.5,12.2,1.8,22,1003945
1879,Jack Farrell,- - -,66,295,0.293,114,0,5.8,-7.8,0.7,21,1003944
1915,Jack Farrell,Whales,70,258,0.284,77,1.4,-5.3,0.1,0.2,23,1003945
1889,Jack Fee,Hoosiers,7,21,0.138,-9,-0.1,-3.8,1.4,-0.1,21,1003966
1910,Jack Ferry,Pirates,6,11,0.422,149,0,0.6,0.4,0.2,23,1004016
1960,Jack Fisher,Orioles,40,70,0.239,46,0.2,-4.4,5,0.3,21,1004090
1962,Jack Fisher,Orioles,33,58,0.16,-6,0,-7.6,4.7,-0.1,23,1004090
1959,Jack Fisher,Orioles,27,24,0.159,-5,0,-3,1.8,-0.1,20,1004090
1961,Jack Fisher,Orioles,36,71,0.133,-23,0,-11,5.5,-0.3,22,1004090
1913,Jack Fournier,White Sox,68,198,0.329,101,0.5,0.8,0,0.7,23,1004264
1912,Jack Fournier,White Sox,35,81,0.279,67,-0.2,-3.4,1.5,0.1,22,1004264
1908,Jack Fox,Athletics,9,31,0.193,26,0.3,-2,-0.4,-0.2,23,1004279
1898,Jack Gilbert,- - -,3,12,0.319,89,0.3,0.1,-0.2,0,22,1004690
1909,Jack Gilligan,Browns,3,10,0.108,-29,0,-1.3,0.5,-0.1,23,1004723
1881,Jack Glasscock,Blues,85,350,0.28,95,0,-2.5,14,2.4,23,1004757
1880,Jack Glasscock,Blues,77,298,0.251,93,0,-2.6,7.8,1.6,22,1004757
1879,Jack Glasscock,Blues,80,331,0.218,72,0,-12.9,-2.3,-0.4,21,1004757
1877,Jack Gleason,Brown Stockings,1,4,0.233,76,0,-0.1,0,0,22,1004768
1962,Jack Hamilton,Phillies,41,61,0.074,-63,0,-12.4,5,-0.6,23,1005274
1906,Jack Hannifin,- - -,11,34,0.276,74,0,-1,0.5,0.1,23,1005320
1899,Jack Harper,Spiders,5,15,0.334,90,-0.2,-0.4,0.7,0.1,21,1005380
1901,Jack Harper,Cardinals,39,131,0.237,47,-0.5,-9.7,6.5,0.2,23,1005380
1900,Jack Harper,Cardinals,1,1,0,-94,0,-0.3,0,0,22,1005380
1915,Jack Harper,Athletics,3,2,0,-100,0,-0.4,0.1,0,21,1005381
1948,Jack Harshman,Giants,5,9,0.291,64,0,-0.4,-0.1,0,20,1005435
1950,Jack Harshman,Giants,9,35,0.234,26,0,-3.4,-0.6,-0.3,22,1005435
1901,Jack Hayden,Athletics,51,235,0.314,82,-0.8,-6.9,-8.4,-0.6,20,1005521
1970,Jack Heidemann,Indians,133,495,0.247,45,-1.1,-33.6,-3.3,-2.2,20,1005586
1971,Jack Heidemann,Indians,81,260,0.229,36,-0.9,-19.3,2.4,-1,21,1005586
1972,Jack Heidemann,Indians,10,23,0.211,27,0,-1.7,-1.6,-0.3,22,1005586
1969,Jack Heidemann,Indians,3,4,0.185,7,0,-0.4,1.1,0.1,19,1005586
1886,Jack Heinzman,Colonels,1,5,0,-60,0,-1.2,0,-0.1,22,1005598
1964,Jack Hiatt,Angels,9,18,0.375,140,0,0.9,-1,0,21,1005762
1966,Jack Hiatt,Giants,18,28,0.362,129,0,1,1.7,0.4,23,1005762
1965,Jack Hiatt,Giants,40,80,0.348,121,0,2,0.4,0.5,22,1005762
1904,Jack Hickey,Naps,2,5,0,-93,0,-1,0.2,-0.1,22,1005769
1985,Jack Howell,Angels,43,158,0.275,68,-0.2,-6.3,-0.8,-0.2,23,1006099
1963,Jack Jenkins,Senators,4,3,0.298,87,0,0,0.2,0,20,1006389
1962,Jack Jenkins,Senators,3,4,0,-100,0,-1.1,0.3,-0.1,19,1006389
1912,Jack Kibble,Naps,5,9,0.087,-57,0,-1.7,1.1,0,20,1006889
1941,Jack Kramer,Browns,29,15,0.315,74,0,-0.5,1,0.1,23,1007137
1939,Jack Kramer,Browns,40,80,0.212,9,0,-10.1,5.8,-0.1,21,1007137
1940,Jack Kramer,Browns,16,25,0.176,-7,0,-3.7,1.8,-0.1,22,1007137
1908,Jack Lapp,Athletics,13,42,0.246,61,-0.2,-1.8,-1.6,-0.2,23,1007341
1891,Jack Leiper,Solons,6,21,0.139,1,-0.1,-3.4,-0.1,-0.2,23,1007499
1909,Jack Lelivelt,Senators,91,345,0.337,119,-1,5.6,1.4,1.9,23,1007510
1912,Jack Little,Highlanders,3,14,0.316,81,0.3,-0.1,-0.1,0,21,1007663
1952,Jack Littrell,Athletics,4,3,0.241,36,0,-0.2,0.1,0,23,1007669
1947,Jack Lohrke,Giants,112,385,0.346,95,0.5,-2.1,-5,0.6,23,1007708
1874,Jack Manning,- - -,43,181,0.352,129,0.1,9.9,-7.4,0.5,20,1008065
1877,Jack Manning,Reds,57,257,0.348,133,0,12.8,-11.1,0.8,23,1008065
1876,Jack Manning,Red Caps,70,295,0.284,103,0,1.3,-1.6,0.9,22,1008065
1873,Jack Manning,Red Stockings,32,160,0.275,82,0.5,-5.6,1.7,0.3,19,1008065
1875,Jack Manning,Red Stockings,77,350,0.275,106,-1.1,2,-1.2,1.2,21,1008065
1914,Jack McCandless,Terrapins,11,35,0.328,90,-0.1,-0.5,-0.4,0,23,1008363
1890,Jack McFetridge,Phillies,1,4,0.728,311,-0.1,1.2,0.2,0.1,20,1008496
1887,Jack McGeachy,Hoosiers,99,411,0.284,73,0,-18.7,-1.8,-0.3,23,1008505
1886,Jack McGeachy,- - -,65,254,0.247,70,0.7,-10.9,-4,-0.4,22,1008505
1956,Jack McMahan,- - -,34,15,0,-100,0,-4.1,1,-0.3,23,1008631
1893,Jack McMahon,Giants,11,32,0.394,118,-0.3,0.7,-1.7,0,23,1008630
1892,Jack McMahon,Giants,40,158,0.31,94,-0.4,-1.7,0.2,0.4,22,1008630
1955,Jack Meyer,Phillies,50,25,0.225,31,0,-2.1,1.6,0,23,1008828
1911,Jack Mills,Naps,13,19,0.334,90,0,-0.2,1.2,0.2,21,1008958
1879,Jack Neagle,Reds,3,12,0.152,39,0,-1,-0.1,-0.1,21,1009472
1882,Jack O'Brien,Athletics,62,254,0.343,135,0,12,9.4,2.9,22,1009692
1883,Jack O'Brien,Athletics,94,415,0.323,118,0,11.2,1.1,2.5,23,1009692
1890,Jack O'Connor,Solons,121,496,0.38,132,-0.4,23.2,10.2,4.3,21,1009713
1889,Jack O'Connor,Solons,107,435,0.338,105,0.4,3.9,9.5,2.8,20,1009713
1891,Jack O'Connor,Solons,56,240,0.31,89,0,-4.2,0.3,0.6,22,1009713
1892,Jack O'Connor,Spiders,140,599,0.287,77,-1.4,-20.5,1.5,0.4,23,1009713
1888,Jack O'Connor,Red Stockings,36,144,0.242,68,0.8,-5.6,-6.8,-0.7,19,1009713
1887,Jack O'Connor,Red Stockings,12,42,0.127,-9,0.3,-7.6,-1.3,-0.6,18,1009713
1918,Jack Ogden,Giants,5,1,0,-100,0,-0.2,0,0,20,1009743
1912,Jack Onslow,Tigers,36,86,0.248,42,-0.4,-6.5,1.1,-0.3,23,1009824
1897,Jack Powell,Spiders,28,108,0.241,34,-0.8,-12,-0.1,-0.6,22,1010487
1898,Jack Powell,Spiders,42,149,0.189,15,-0.5,-17.8,6.1,-0.6,23,1010487
1936,Jack Radtke,Dodgers,33,35,0.166,-17,0.6,-4.6,0.8,-0.2,23,1010644
1911,Jack Reis,Cardinals,3,2,0,-100,0,-0.5,0.1,0,20,1010817
1915,Jack Richardson,Athletics,3,8,0,-100,0,-1.8,0.3,-0.1,22,1010910
1902,Jack Robinson,Giants,4,9,0,-100,0,-2.1,-0.9,-0.3,21,1011069
1914,Jack Roche,Cardinals,12,10,0.823,412,0.2,3.6,0.3,0.5,23,1011088
1925,Jack Rothrock,Red Sox,22,58,0.399,119,0.1,1.7,-1.6,0.2,20,1011244
1926,Jack Rothrock,Red Sox,15,23,0.366,103,0,0.1,-0.9,0,21,1011244
1928,Jack Rothrock,Red Sox,117,384,0.32,80,-0.4,-10.3,-4.5,-0.1,23,1011244
1927,Jack Rothrock,Red Sox,117,463,0.308,69,-1.4,-20.9,-0.4,-0.5,22,1011244
1906,Jack Rowan,Tigers,1,4,0.242,54,0,-0.2,0.2,0,20,1011250
1909,Jack Rowan,Reds,38,76,0.179,16,-0.2,-6.8,3.6,-0.1,23,1011250
1908,Jack Rowan,Reds,8,16,0.15,-1,-0.1,-1.7,0.6,-0.1,22,1011250
1879,Jack Rowe,Bisons,8,34,0.334,130,0,1.4,0.1,0.2,22,1011255
1880,Jack Rowe,Bisons,79,332,0.269,98,0,-0.9,1.3,1.2,23,1011255
1928,Jack Russell,Red Sox,35,70,0.234,27,0,-6.6,4.5,0,22,1011313
1926,Jack Russell,Red Sox,36,24,0.229,22,0,-2.5,1.4,0,20,1011313
1929,Jack Russell,Red Sox,37,80,0.162,-19,0,-13,5.6,-0.4,23,1011313
1927,Jack Russell,Red Sox,35,49,0.147,-25,0,-8.3,2.9,-0.4,21,1011313
1891,Jack Ryan,Colonels,75,269,0.278,70,-1.5,-14.3,-6.4,-0.9,22,1011337
1908,Jack Ryan,Naps,8,14,0.257,71,-0.1,-0.5,0.5,0.1,23,1011338
1890,Jack Ryan,Colonels,93,349,0.255,60,-1.3,-22.2,-0.4,-0.9,21,1011337
1889,Jack Ryan,Colonels,21,82,0.197,27,-0.3,-9.8,-1.7,-0.7,20,1011337
1935,Jack Salveson,- - -,25,23,0.357,98,0,-0.1,1.4,0.2,21,1011390
1934,Jack Salveson,Giants,13,10,0.28,61,0,-0.5,0.7,0.1,20,1011390
1933,Jack Salveson,Giants,8,9,0.104,-46,0,-1.5,0.6,-0.1,19,1011390
1940,Jack Sanford,Senators,34,128,0.231,31,0,-12.1,-3.5,-1.1,23,1011431
1891,Jack Sharrott,Giants,10,31,0.398,136,0.3,2,0,0.3,21,1011811
1893,Jack Sharrott,Phillies,50,160,0.297,65,0.1,-9.4,-5.2,-0.7,23,1011811
1890,Jack Sharrott,Giants,32,109,0.219,38,0.5,-9.8,-3.5,-0.8,20,1011811
1892,Jack Sharrott,Giants,4,8,0.121,-8,0,-1.2,-1.2,-0.2,22,1011811
1954,Jack Shepard,Pirates,82,265,0.353,99,0.2,0.1,6.1,1.5,22,1011864
1955,Jack Shepard,Pirates,94,301,0.293,72,0.5,-10.2,4.8,0.3,23,1011864
